Hospital Address,Hospital City,Hospital State,Won/Lost/Exisiting,Hospital Type,Total Births,Exclusive BF%,Exclusive FF%,Exclusive Supplement,Net Preterm
"CLINCH MEMORIAL HOSPITAL, 1050 VALDOSTA HIGHWAY, HOMERVILLE, GA, 31634",HOMERVILLE,GA,Existing,UNKNOWN,0,,,,0
"CLINTON MEMORIAL HOSPITAL, 805 SOUTH OAKLAND STREET, SAINT JOHNS, MI, 48879",SAINT JOHNS,MI,Existing,UNKNOWN,0,,,,0
"COALINGA REG MEDICAL CTR, 1191 PHELPS AVE, COALINGA, CA, 93210",COALINGA,CA,Existing,UNKNOWN,0,,,,0
"COLUMBIA MEMORIAL HOSPITAL, 71 PROSPECT AVENUE, HUDSON, NY, 12534",HUDSON,NY,Existing,UNKNOWN,0,,,,0
"COLUSA REGIONAL MEDICAL CENTER, 199 EAST WEBSTER STREET, COLUSA, CA, 95932",COLUSA,CA,Existing,UNKNOWN,0,0.0%,,,0
"COMANCHE COUNTY MEDICAL CENTER, 10201 HIGHWAY 16, COMANCHE, TX, 76442",COMANCHE,TX,Existing,UNKNOWN,0,,,,0
"COMMUNITY FIRST MEDICAL CENTER, 5645 WEST ADDISON STREET, CHICAGO, IL, 60634",CHICAGO,IL,Existing,UNKNOWN,0,,,,0
"COMMUNITY HOSP OF HUNTINGTON PARK, 2623 EAST SLAUSON AVENUE, HUNTINGTON PARK, CA, 90255",HUNTINGTON PARK,CA,Existing,UNKNOWN,0,,,,0
"COMMUNITY HOSPITAL OF STAUNTON, 400 CALDWELL STREET, STAUNTON, IL, 62088",STAUNTON,IL,Existing,UNKNOWN,0,,,,0
"COMMUNITY MEDICAL CTR LONG BEACH, 1720 TERMINO AVENUE, LONG BEACH, CA, 90804",LONG BEACH,CA,Existing,UNKNOWN,0,,,,0
"COMMUNITY MEM HOSP, 512 SKYLINE BLVD, CLOQUET, MN, 55720",CLOQUET,MN,Existing,UNKNOWN,0,,,,0
"COMMUNITY MEMORIAL HOSPITAL, 150 BROAD STREET, HAMILTON, NY, 13346",HAMILTON,NY,Existing,UNKNOWN,0,80.0%,20.0%,0.0%,0
"COMMUNITY MEMORIAL HOSPITAL, 208 NORTH COLUMBUS STREET, HICKSVILLE, OH, 43526",HICKSVILLE,OH,Existing,UNKNOWN,0,,,,0
"COMPASS MEMORIAL HEALTHCARE, 300 WEST MAY STREET, MARENGO, IA, 52301",MARENGO,IA,Existing,UNKNOWN,0,,,,0
"CONE HEALTH CANCER CENTER, 501 NORTH ELAM AVENUE, GREENSBORO, NC, 27403",GREENSBORO,NC,Existing,UNKNOWN,0,,,,0
"COOK CO NORTH SHORE HOSP, 515 5TH AVE WEST, GRAND MARAIS, MN, 55604",GRAND MARAIS,MN,Existing,UNKNOWN,0,0.0%,,,0
"COQUILLE VALLEY HOSPITAL, 940 E 5TH STREET, COQUILLE, OR, 97423",COQUILLE,OR,Existing,UNKNOWN,0,,,,0
"CORDOVA COMM HOSP, 602 CHASE AVENUE P O BOX 160, CORDOVA, AK, 99574",CORDOVA,AK,Existing,UNKNOWN,0,,,,0
"COREWELL SOUTHFIELD CENTER, 26901 BEAUMONT BLVD STE 169D, SOUTHFIELD, MI, 48033",SOUTHFIELD,MI,Existing,UNKNOWN,0,,,,0
"CORPUS CHRISTI MEDICAL CENTER, 3315 SOUTH ALAMEDA STREET, CORPUS CHRISTI, TX, 78411",CORPUS CHRISTI,TX,Existing,UNKNOWN,0,,,,0
"COVENANT HEALTH HOBBS, 4900 N LOVINGTON HWY, HOBBS, NM, 88240",HOBBS,NM,Existing,UNKNOWN,0,,,,0
"COVENANT MEDICAL CENTER COOPER, 700 COOPER AVENUE, SAGINAW, MI, 48602",SAGINAW,MI,Existing,UNKNOWN,0,,,,0
"COVENANT MEDICAL CENTER, 3615 19TH STREET, LUBBOCK, TX, 79410",LUBBOCK,TX,Existing,UNKNOWN,0,,,,0
"COZAD COMMUNITY HOSPITAL, 300 E 12TH ST, COZAD, NE, 69130",COZAD,NE,Existing,UNKNOWN,0,,,,0
"CRITTENDEN COMMUNITY HOSPITAL, 520 WEST GUM STREET, MARION, KY, 42064",MARION,KY,Existing,UNKNOWN,0,,,,0
"CROSSRIDGE COMMUNITY HOSPITAL, 310 FALLS BLVD S, WYNNE, AR, 72396",WYNNE,AR,Existing,UNKNOWN,0,,,,0
"CROSSROADS COMMUNITY HOSPITAL, #8 DOCTORS PARK ROAD, MOUNT VERNON, IL, 62864",MOUNT VERNON,IL,Existing,UNKNOWN,0,,,,0
"CROWNPOINT HEALTH CARE FACILITY, HIGHWAY JUNCTION 57 ROUTE 9, CROWNPOINT, NM, 87313",CROWNPOINT,NM,Existing,UNKNOWN,0,,,,0
"CUBA MEMORIAL HOSPITAL, 140 WEST MAIN STREET, CUBA, NY, 14727",CUBA,NY,Existing,UNKNOWN,0,,,,0
"CUMBERLAND MEM HOSPITAL, 1110 7TH AVE, CUMBERLAND, WI, 54829",CUMBERLAND,WI,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"DALE MEDICAL CENTER, 126 HOSPITAL AVENUE, OZARK, AL, 36360",OZARK,AL,Existing,UNKNOWN,0,,,,0
"DALLAS MEDICAL CENTER, 7 MEDICAL PARKWAY, DALLAS, TX, 75234",DALLAS,TX,Existing,UNKNOWN,0,,,,0
"DAMERON HOSPITAL ASSN, 525 W ACACIA ST, STOCKTON, CA, 95203",STOCKTON,CA,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"DAN TRIGG MEM HOSP, 301 E MIEL DELUNA, TUCUMCARI, NM, 88401",TUCUMCARI,NM,Existing,UNKNOWN,10,30.0%,70.0%,0.0%,0
"DAVIS COUNTY HOSP, 507 N MADISON ST, BLOOMFIELD, IA, 52537",BLOOMFIELD,IA,Existing,UNKNOWN,0,,,,0
"DAYTON GENERAL HOSPITAL, 1012 SOUTH 3RD STREET, DAYTON, WA, 99328",DAYTON,WA,Existing,UNKNOWN,0,,,,0
"DEACONESS UNION COUNTY HOSPITAL, 4604 US HIGHWAY 60 WEST, MORGANFIELD, KY, 42437",MORGANFIELD,KY,Existing,UNKNOWN,0,,,,0
"DECATUR MORGAN HOSPITAL, 1874 BELTLINE ROAD S W, DECATUR, AL, 35601",DECATUR,AL,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"DELAWARE COUNTY MEMORIAL HOSPITAL, 501 NORTH LANSDOWNE AVENUE, DREXEL HILL, PA, 19026",DREXEL HILL,PA,Existing,UNKNOWN,0,,,,0
"DELL CHILDRENS NORTH AUSTIN, 9010 NORTH LAKE CREEK PKWY, AUSTIN, TX, 78717",AUSTIN,TX,Existing,UNKNOWN,0,,,,0
"DELRAY MEDICAL CENTER, 5352 LINTON BLVD, DELRAY BEACH, FL, 33484",DELRAY BEACH,FL,Existing,UNKNOWN,0,,,,0
"DELTA HEALTH HIGHLAND HILLS, 401 GETWELL DRIVE, SENATOBIA, MS, 38668",SENATOBIA,MS,Existing,UNKNOWN,0,,,,0
"DEPARTMENT OF STATE HOSPITALS, 10333 EL CAMINO REAL, ATASCADERO, CA, 93422",ATASCADERO,CA,Existing,UNKNOWN,0,,,,0
"DESOTO MEMORIAL HOSPITAL, 900 NORTH ROBERT AVENUE, ARCADIA, FL, 34266",ARCADIA,FL,Existing,UNKNOWN,0,,,,0
"DETROIT RECEIVING HOSPITAL, 4201 ST ANTOINE BLVD, DETROIT, MI, 48201",DETROIT,MI,Existing,UNKNOWN,0,,,,0
"DIGNITY HEALTH AZ GENERAL, 1064 EAST RAY ROAD, CHANDLER, AZ, 85225",CHANDLER,AZ,Existing,UNKNOWN,0,,,,0
"DIGNITY HEALTH ST ROSE DOM HOSP, 1550 WEST CRAIG ROAD, NORTH LAS VEGAS, NV, 89032",NORTH LAS VEGAS,NV,Existing,UNKNOWN,0,,,,0
"DIGNITY HEALTH ST ROSE DOMINICAN, 4980 WEST SAHARA AVE  SUITE 100, LAS VEGAS, NV, 89146",LAS VEGAS,NV,Existing,UNKNOWN,0,,,,0
"DIGNITY HEALTH ST ROSE DOMINICAN, 9880 WEST FLAMINGO ROAD, LAS VEGAS, NV, 89147",LAS VEGAS,NV,Existing,UNKNOWN,0,,,,0
"DIVINE PROVIDENCE HOSPITAL, 1100 GRAMPIAN BLVD, WILLIAMSPORT, PA, 17701",WILLIAMSPORT,PA,Existing,UNKNOWN,0,,,,0
"DOCTORS HOSP OF MANTECA, 1205 E NORTH ST, MANTECA, CA, 95336",MANTECA,CA,Lost,UNKNOWN,0,68.0%,15.0%,17.0%,0
"DOCTORS HOSPITAL OF SARASOTA, 5731 BEE RIDGE ROAD, SARASOTA, FL, 34233",SARASOTA,FL,Existing,UNKNOWN,0,,,,0
"DOCTORS HOSPITAL RENAISSANCE, 4750 N EXPRESSWAY, BROWNSVILLE, TX, 78526",BROWNSVILLE,TX,Existing,UNKNOWN,0,,,,0
"DOCTORS HOSPITAL, 5000 UNIVERSITY DRIVE, CORAL GABLES, FL, 33146",CORAL GABLES,FL,Existing,UNKNOWN,0,0.0%,,,0
"DOCTORS MEMORIAL HOSPITAL INC, 333 NORTH BYRON BUTLER PARKWAY, PERRY, FL, 32347",PERRY,FL,Existing,UNKNOWN,0,0.0%,,,0
"DODGE COUNTY HOSPITAL, 901 GRIFFIN AVENUE, EASTMAN, GA, 31023",EASTMAN,GA,Existing,UNKNOWN,0,,,,0
"DONALSONVILLE HOSPITAL, 102 HOSPITAL CIRCLE, DONALSONVILLE, GA, 39845",DONALSONVILLE,GA,Existing,UNKNOWN,0,,,,0
"DOUGLAS COUNTY MEM HOSP, 708 EIGHTH ST, ARMOUR, SD, 57313",ARMOUR,SD,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"DR P PHILLIPS HOSPITAL, 9400 TURKEY LAKE ROAD, ORLANDO, FL, 32819",ORLANDO,FL,Existing,UNKNOWN,0,30.0%,,,0
"DUKE AMBULATORY SURGERY CENTER, 2400 PRATT ST, DURHAM, NC, 27705",DURHAM,NC,Existing,UNKNOWN,0,,,,0
"DUKE HEALTH RALEIGH HOSPITAL, 3400 WAKE FOREST ROAD, RALEIGH, NC, 27609",RALEIGH,NC,Existing,UNKNOWN,0,,,,0
"DUKES MEMORIAL HOSPITAL, 275 WEST 12TH STREET, PERU, IN, 46970",PERU,IN,Existing,UNKNOWN,0,51.0%,49.0%,0.0%,0
"EAST CARROLL PARISH HOSP, 336 N HOOD ST, LAKE PROVIDENCE, LA, 71254",LAKE PROVIDENCE,LA,Existing,UNKNOWN,0,,,,0
"EASTERN OKLAHOMA MEDICAL CENTER, 105 WALL ST, POTEAU, OK, 74953",POTEAU,OK,Existing,UNKNOWN,0,,,,0
"EASTERN PLUMAS HEALTH CARE, 500 1ST AVENUE, PORTOLA, CA, 96122",PORTOLA,CA,Existing,UNKNOWN,0,,,,0
"EASTON HOSPITAL, 250 SOUTH 21ST STREET, EASTON, PA, 18042",EASTON,PA,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"ED FRASER MEMORIAL HOSPITAL, 159 N 3RD ST, MACCLENNY, FL, 32063",MACCLENNY,FL,Existing,UNKNOWN,0,,,,0
"EHS PORTER, 24540 FM 1314 ROAD, PORTER, TX, 77365",PORTER,TX,Existing,UNKNOWN,0,,,,0
"EISENHOWER ARMY MEDICAL CENTER, 300 EAST HOSPITAL ROAD, FORT EISENHOWER, GA, 30905",FORT EISENHOWER,GA,Existing,UNKNOWN,0,,,,0
"EL CENTRO REG MC, 1415 ROSS AVE, EL CENTRO, CA, 92243",EL CENTRO,CA,Lost,UNKNOWN,0,,,,0
"ELBERT MEMORIAL HOSPITAL, 4 MEDICAL DRIVE, ELBERTON, GA, 30635",ELBERTON,GA,Existing,UNKNOWN,0,0.0%,,,0
"ELKVIEW GENERAL HOSPITAL, 429 WEST ELM STREET, HOBART, OK, 73651",HOBART,OK,Existing,UNKNOWN,0,0.0%,,,0
"ELY BLOOMENSON COMM HOSPITAL, 328 WEST CONAN STREET, ELY, MN, 55731",ELY,MN,Existing,UNKNOWN,0,55.0%,,,0
"EMANUEL MEDICAL CENTER, 117 KITE ROAD, SWAINSBORO, GA, 30401",SWAINSBORO,GA,Existing,UNKNOWN,0,,,,0
"ENGLEWOOD COMMUNITY HOSPITAL, 700 MEDICAL BLVD, ENGLEWOOD, FL, 34223",ENGLEWOOD,FL,Existing,UNKNOWN,0,,,,0
"ENNIS REGIONAL MEDICAL CENTER, 2201 W LAMPASAS STREET, ENNIS, TX, 75119",ENNIS,TX,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"ERLANGER AT HUTCHESON, 100 GROSS CRESCENT CIRCLE, FORT OGLETHORPE, GA, 30742",FORT OGLETHORPE,GA,Existing,UNKNOWN,0,0.0%,,,0
"ESTES PARK HEALTH, 555 PROSPECT, ESTES PARK, CO, 80517",ESTES PARK,CO,Existing,UNKNOWN,0,,,,0
"EUCLID HOSPITAL, 18901 LAKESHORE BLVD, EUCLID, OH, 44119",EUCLID,OH,Existing,UNKNOWN,0,,,,0
"EVANS MEMORIAL HOSPITAL, 200 NORTH RIVER STREET, CLAXTON, GA, 30417",CLAXTON,GA,Existing,UNKNOWN,0,,,,0
"EXCELA LATROBE HOSPITAL, 121 WEST SECOND AVENUE, LATROBE, PA, 15650",LATROBE,PA,Existing,UNKNOWN,0,,,,0
"FAIRFIELD MEMORIAL HOSPITAL, 303 NORTHWEST 11TH STREET, FAIRFIELD, IL, 62837",FAIRFIELD,IL,Existing,UNKNOWN,0,0.0%,,,0
"FAIRMONT MEDICAL CENTER, 1325 LOCUST AVENUE, FAIRMONT, WV, 26554",FAIRMONT,WV,Existing,UNKNOWN,227,49.0%,51.0%,0.0%,7
"FAIRVIEW REGIONAL MEDICAL CTR, 523 EAST STATE ROAD, FAIRVIEW, OK, 73737",FAIRVIEW,OK,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"FAWCETT MEMORIAL HOSPITAL, 21298 OLEAN BLVD, PORT CHARLOTTE, FL, 33952",PORT CHARLOTTE,FL,Existing,UNKNOWN,0,,,,0
"FAXTON-ST LUKES HEALTHCARE, 1656 CHAMPLIN AVENUE, NEW HARTFORD, NY, 13413",NEW HARTFORD,NY,Existing,UNKNOWN,0,45.0%,25.0%,30.0%,0
"FAYETTE COUNTY HOSPITAL, 650 WEST TAYLOR STREET, VANDALIA, IL, 62471",VANDALIA,IL,Existing,UNKNOWN,0,,,,0
"FAYETTE MEDICAL CENTER, 1653 TEMPLE AVENUE, FAYETTE, AL, 35555",FAYETTE,AL,Existing,UNKNOWN,0,80.0%,20.0%,0.0%,0
"FAYETTE MEM HOSP, 1941 VIRGINIA AVE, CONNERSVILLE, IN, 47331",CONNERSVILLE,IN,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"FERRELL HOSPITAL INC, 1201 PINE ST, ELDORADO, IL, 62930",ELDORADO,IL,Existing,UNKNOWN,0,,,,0
"FERRY COUNTY MEMORIAL HOSPITAL, 36 N KLONKIKE ROAD, REPUBLIC, WA, 99166",REPUBLIC,WA,Existing,UNKNOWN,0,,,,0
"FIELD HEALTH SYSTEM, 178 HIGHWAY 24 E, CENTREVILLE, MS, 39631",CENTREVILLE,MS,Existing,UNKNOWN,0,,,,0
"FIRSTHEALTH RICHMOND MEMORIAL HOSP, 925 LONG DRIVE, ROCKINGHAM, NC, 28379",ROCKINGHAM,NC,Existing,UNKNOWN,0,0.0%,,,0
"FIVE RIVERS MEDICAL CENTER, 2801 MEDICAL CENTER DR, POCAHONTAS, AR, 72455",POCAHONTAS,AR,Existing,UNKNOWN,0,,,,0
"FLAMBEAU HOSPITAL, 98 SHERRY AVENUE, PARK FALLS, WI, 54552",PARK FALLS,WI,Existing,UNKNOWN,0,0.0%,,,0
"FM5202 374TH MED SUPPORT SGSL, 4551 EAST PHILADELPHIA STREET, ONTARIO, CA, 91761",ONTARIO,CA,Existing,UNKNOWN,0,,,,0
"FM5205 35TH MEDICAL GROUP SGSL, 4551 E PHILADELPHIA STREET, ONTARIO, CA, 91761",ONTARIO,CA,Existing,UNKNOWN,0,,,,0
"FOOTHILL PRESBY HOSP, 250 S GRAND AVE, GLENDORA, CA, 91741",GLENDORA,CA,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"FOOTHILL REGIONAL MEDICAL CENTER, 14662 NEWPORT AVENUE, TUSTIN, CA, 92780",TUSTIN,CA,Existing,UNKNOWN,0,,,,0
"FORT BELKNAP HOSPITAL, 699 AGENCY MAIN STREET, HARLEM, MT, 59526",HARLEM,MT,Existing,UNKNOWN,0,,,,0
"FORT BELVOIR COMMUNITY HOSPITAL, 9300 DEWITT LOOP, FORT BELVOIR, VA, 22060",FORT BELVOIR,VA,Existing,UNKNOWN,0,,,,0
"FRANCISCAN HEALTH MUNSTER, 701 SUPERIOR AVENUE, MUNSTER, IN, 46321",MUNSTER,IN,Existing,UNKNOWN,0,,,,0
"FRANKLIN HOSPITAL, 201 BAILEY LANE, BENTON, IL, 62812",BENTON,IL,Existing,UNKNOWN,0,,,,0
"FRANKLIN MEDICAL CENTER, 2106 LOOP ROAD, WINNSBORO, LA, 71295",WINNSBORO,LA,Existing,UNKNOWN,0,,,,0
"FREEMAN COMMUNITY HOSPITAL, 510 EAST 8TH STREET, FREEMAN, SD, 57029",FREEMAN,SD,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"FREESTONE MEDICAL CENTER, 125 NEWMAN STREET, FAIRFIELD, TX, 75840",FAIRFIELD,TX,Existing,UNKNOWN,0,,,,0
"FRESNO HEART HOSPITAL, 15 E AUDUBON DRIVE, FRESNO, CA, 93720",FRESNO,CA,Existing,UNKNOWN,0,,,,0
"FRICK HOSPITAL, 508 SOUTH CHURCH STREET, MOUNT PLEASANT, PA, 15666",MOUNT PLEASANT,PA,Existing,UNKNOWN,0,,,,0
"FROEDTERT COMMUNITY HOSPITAL, 11421 N PORT WASHINGTON RD, MEQUON, WI, 53092",MEQUON,WI,Existing,UNKNOWN,0,,,,0
"FROEDTERT COMMUNITY HOSPITAL, 209 PEWAUKEE ROAD, PEWAUKEE, WI, 53072",PEWAUKEE,WI,Existing,UNKNOWN,0,,,,0
"FROEDTERT COMMUNITY HOSPITAL, 4805 SOUTH MOORLAND ROAD, NEW BERLIN, WI, 53151",NEW BERLIN,WI,Existing,UNKNOWN,0,,,,0
"GARFIELD COUNTY PUBLIC HOSPITAL, 66 NORTH 6TH STREET, POMEROY, WA, 99347",POMEROY,WA,Existing,UNKNOWN,0,,,,0
"GEISINGER JERSEY SHORE HOSPITAL, 1020 THOMPSON STREET, JERSEY SHORE, PA, 17740",JERSEY SHORE,PA,Existing,UNKNOWN,0,,,,0
"GEISINGER MEDICAL CENTER MUNCY, 255 US HIGHWAY 220, MUNCY, PA, 17756",MUNCY,PA,Existing,UNKNOWN,0,,,,0
"GENEVA GENERAL HOSPITAL, 196 NORTH STREET, GENEVA, NY, 14456",GENEVA,NY,Existing,UNKNOWN,0,70.0%,,,0
"GEORGE C GRAPE COMMUNITY HOSPITAL, 2959 US HIGHWAY 275, HAMBURG, IA, 51640",HAMBURG,IA,Existing,UNKNOWN,0,,,,0
"GEORGE L MEE MEM HOSP, 300 CANAL ST, KING CITY, CA, 93930",KING CITY,CA,Lost,UNKNOWN,0,70.0%,30.0%,0.0%,0
"GLENBROOK HOSPITAL, 2100 PFINGSTEN RD, GLENVIEW, IL, 60026",GLENVIEW,IL,Existing,UNKNOWN,0,,,,0
"GOOD SAMARITAN HOSPITAL, 2222 PHILADELPHIA DRIVE, DAYTON, OH, 45406",DAYTON,OH,Existing,UNKNOWN,0,0.0%,,,0
"GOOD SHEPHERD REHAB HOSPITAL, 850 SOUTH 5TH STREET, ALLENTOWN, PA, 18103",ALLENTOWN,PA,Existing,UNKNOWN,0,,,,0
"GOODALL-WITCHER HOSP FDN, 101 SOUTH AVE T, CLIFTON, TX, 76634",CLIFTON,TX,Existing,UNKNOWN,0,0.0%,,,0
"GOUVERNEUR HOSPITAL, 77 WEST BARNEY STREET, GOUVERNEUR, NY, 13642",GOUVERNEUR,NY,Existing,UNKNOWN,0,0.0%,,,0
"GRADY MEMORIAL HOSPITAL, 2220 IOWA AVE, CHICKASHA, OK, 73018",CHICKASHA,OK,Existing,UNKNOWN,0,,,,0
"GRAHAM REGIONAL MEDICAL CENTER, 1301 MONTGOMERY ROAD, GRAHAM, TX, 76450",GRAHAM,TX,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"GRAND RIVER HOSPITAL, 501 AIRPORT ROAD, RIFLE, CO, 81650",RIFLE,CO,Existing,UNKNOWN,0,,,,0
"GREAT FALLS CLINIC HOSPITAL, 3010 15TH AVENUE SOUTH, GREAT FALLS, MT, 59405",GREAT FALLS,MT,Existing,UNKNOWN,0,,,,0
"GREENVIEW REGIONAL HOSPITAL, 1801 ASHLEY CIRCLE, BOWLING GREEN, KY, 42104",BOWLING GREEN,KY,Existing,UNKNOWN,0,,,,0
"GREENWOOD LEFLORE HOSPITAL, 1401 RIVER ROAD, GREENWOOD, MS, 38930",GREENWOOD,MS,Existing,UNKNOWN,0,5.0%,95.0%,0.0%,0
"GREGORY COMMUNITY HOSP, 400 PARK ST, GREGORY, SD, 57533",GREGORY,SD,Existing,UNKNOWN,0,0.0%,,,0
"GROVE CITY METHODIST HOSPITAL, 1375 STRINGTOWN RD, GROVE CITY, OH, 43123",GROVE CITY,OH,Existing,UNKNOWN,0,,,,0
"GUNDERSEN ST ELIZABETHS HOSPITAL, 1200 GRANT BLVD WEST, WABASHA, MN, 55981",WABASHA,MN,Existing,UNKNOWN,0,0.0%,,,0
"HACIENDA CHILDRENS HOSPITAL, 610 WEST JEROME AVENUE, MESA, AZ, 85210",MESA,AZ,Existing,UNKNOWN,0,,,,0
"HACKETTSTOWN MEDICAL CENTER, 651 WILLOW GROVE STREET, HACKETTSTOWN, NJ, 07840",HACKETTSTOWN,NJ,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"HAMPTON REGIONAL MEDICAL CENTER, 595 WEST CAROLINA AVENUE, VARNVILLE, SC, 29944",VARNVILLE,SC,Existing,UNKNOWN,0,,,,0
"HARBORVIEW MEDICAL CTR, 325 9TH, SEATTLE, WA, 98104",SEATTLE,WA,Existing,UNKNOWN,0,,,,0
"HARRISON CO COMM HOSP, 2600 MILLER STREET, BETHANY, MO, 64424",BETHANY,MO,Existing,UNKNOWN,0,,,,0
"HARRISON COMMUNITY HOSPITAL, 951 EAST MARKET STREET, CADIZ, OH, 43907",CADIZ,OH,Existing,UNKNOWN,0,,,,0
"HASKELL MEMORIAL HOSPITAL, 1 AVENUE N, HASKELL, TX, 79521",HASKELL,TX,Existing,UNKNOWN,0,,,,0
"HASKELL REGIONAL HOSPITAL, 401 NORTHWEST H STREET, STIGLER, OK, 74462",STIGLER,OK,Existing,UNKNOWN,0,,,,0
"HCA FL JFK NORTH HOSPITAL, 2201 45TH STREET, WEST PALM BEACH, FL, 33407",WEST PALM BEACH,FL,Existing,UNKNOWN,0,,,,0
"HCA FLORIDA PASADENA HOSPITAL, 1501 PASADENA AVE SOUTH, ST PETERSBURG, FL, 33707",ST PETERSBURG,FL,Existing,UNKNOWN,0,,,,0
"HCA FLORIDA WESTSIDE HOSPITAL, 8201 WEST BROWARD BLVD, PLANTATION, FL, 33324",PLANTATION,FL,Existing,UNKNOWN,0,,,,0
"HEALTHBRIDGE CHILDREN HOSP, 2929 WOODLAND PARK, HOUSTON, TX, 77082",HOUSTON,TX,Existing,UNKNOWN,0,,,,0
"HEALTHBRIDGE CHILDRENS REHAB HOSP, 393 S TUSTIN ST, ORANGE, CA, 92866",ORANGE,CA,Existing,UNKNOWN,0,,,,0
"HEART OF AMERICA MED CTR, 800 S MAIN, RUGBY, ND, 58368",RUGBY,ND,Existing,UNKNOWN,0,0.0%,,,0
"HEARTLAND REGIONAL MEDICAL CENTER, 3333 WEST DEYOUNG STREET, MARION, IL, 62959",MARION,IL,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"HEGG MEMORIAL HEALTH CTR, 1202 21ST AVE, ROCK VALLEY, IA, 51247",ROCK VALLEY,IA,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"HELEN NEWBERRY JOY HOSPITAL, 502 WEST HARRIE STREET, NEWBERRY, MI, 49868",NEWBERRY,MI,Existing,UNKNOWN,0,,,,0
"HELENA REGIONAL MEDICAL CENTER, 1801 MARTIN LUTHER KING DRIVE, HELENA, AR, 72342",HELENA,AR,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"HENDERSON COUNTY COMMUNITY HOSPITAL, 200 WEST CHURCH STREET, LEXINGTON, TN, 38351",LEXINGTON,TN,Existing,UNKNOWN,0,0.0%,,,0
"HENRY CO HLTH CTR, SAUNDERS PARK, MOUNT PLEASANT, IA, 52641",MOUNT PLEASANT,IA,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"HENRY COUNTY HOSPITAL, 1600 EAST RIVERVIEW AVENUE, NAPOLEON, OH, 43545",NAPOLEON,OH,Existing,UNKNOWN,0,75.0%,15.0%,10.0%,0
"HENRY COUNTY MEDICAL CENTER, 301 TYSON AVENUE, PARIS, TN, 38242",PARIS,TN,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"HENRY FORD CTR FOR HEALTH SERVICES, 23050 WEST ROAD, BROWNSTOWN TWP, MI, 48183",BROWNSTOWN TWP,MI,Existing,UNKNOWN,0,,,,0
"HENRY FORD MEDICAL CTR FAIRLANE, 19401 HUBBARD DRIVE, DEARBORN, MI, 48126",DEARBORN,MI,Existing,UNKNOWN,0,,,,0
"HIALEAH HOSPITAL, 651 E 25TH ST, HIALEAH, FL, 33013",HIALEAH,FL,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"HIGHLAND DISTRICT HOSPITAL, 1275 NORTH HIGH STREET, HILLSBORO, OH, 45133",HILLSBORO,OH,Lost,UNKNOWN,0,50.0%,,,0
"HIGHLANDS REGIONAL MEDICAL CTR, 3600 SOUTH HIGHLANDS AVENUE, SEBRING, FL, 33870",SEBRING,FL,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"HIGHSMITH RAINEY SPECIALTY HOSPITAL, 150 ROBESON STREET, FAYETTEVILLE, NC, 28301",FAYETTEVILLE,NC,Existing,UNKNOWN,0,,,,0
"HILLS & DALES GENERAL HOSPITAL, 4675 HILL STREET, CASS CITY, MI, 48726",CASS CITY,MI,Existing,UNKNOWN,0,,,,0
"HOKE HOSPITAL, 210 MEDICAL PAVILION DR, RAEFORD, NC, 28376",RAEFORD,NC,Existing,UNKNOWN,0,,,,0
"HOLSTON VALLEY MEDICAL CENTER, 130 WEST RAVINE ROAD, KINGSPORT, TN, 37660",KINGSPORT,TN,Lost,UNKNOWN,0,,,,0
"HOLY CROSS HOSP, 2701 WEST 68TH ST, CHICAGO, IL, 60629",CHICAGO,IL,Existing,UNKNOWN,0,0.0%,0.0%,100.0%,0
"HOLY CROSS HOSPITAL, 4725 NORTH FEDERAL HIGHWAY, FORT LAUDERDALE, FL, 33308",FORT LAUDERDALE,FL,Existing,UNKNOWN,0,0.0%,,,0
"HOLY FAMILY HEALTH SVCS, 826 N 8TH ST, ESTHERVILLE, IA, 51334",ESTHERVILLE,IA,Existing,UNKNOWN,0,,,,0
"HOLY FAMILY MEMORIAL, 2300 WESTERN AVENUE, MANITOWOC, WI, 54220",MANITOWOC,WI,Lost,UNKNOWN,0,55.0%,17.0%,28.0%,0
"HONORHEALTH JOHN C LINCOLN MED CTR, 250 EAST DUNLAP AVENUE, PHOENIX, AZ, 85020",PHOENIX,AZ,Existing,UNKNOWN,0,,,,0
